################Inventions_colorcoding_mobilisation_size_(§R);;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
BEI_proletarian_dictatorship;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_presidential_dictatorship;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_bourgeois_dictatorship;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_fascist_dictatorship;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_absolute_monarchy;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_prussian_constitutionalism;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_hms_government;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_democracy;Guangzhouwan Economic Area;Guangzhouwan Economic Area;Guangzhouwan Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
BEI_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_proletarian_dictatorship;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_presidential_dictatorship;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_bourgeois_dictatorship;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_fascist_dictatorship;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_absolute_monarchy;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_prussian_constitutionalism;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_hms_government;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_democracy;Fuzhou Economic Area;Fuzhou Economic Area;Fuzhou Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
FUZ_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_proletarian_dictatorship;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_presidential_dictatorship;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_bourgeois_dictatorship;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_fascist_dictatorship;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_absolute_monarchy;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_prussian_constitutionalism;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_hms_government;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_democracy;Jiaxing Economic Area;Jiaxing Economic Area;Jiaxing Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HAG_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_proletarian_dictatorship;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_presidential_dictatorship;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_bourgeois_dictatorship;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_fascist_dictatorship;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_absolute_monarchy;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_prussian_constitutionalism;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_hms_government;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_democracy;Hong Kong Economic Area;Hong Kong Economic Area;Hong Kong Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HOG_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_proletarian_dictatorship;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_presidential_dictatorship;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_bourgeois_dictatorship;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_fascist_dictatorship;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_absolute_monarchy;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_prussian_constitutionalism;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_hms_government;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_democracy;Huaian Economic Area;Huaian Economic Area;Huaian Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
HUA_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_proletarian_dictatorship;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_presidential_dictatorship;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_bourgeois_dictatorship;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_fascist_dictatorship;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_absolute_monarchy;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_prussian_constitutionalism;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_hms_government;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_democracy;Macao Economic Area;Macao Economic Area;Macao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
MAC_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_proletarian_dictatorship;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_presidential_dictatorship;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_bourgeois_dictatorship;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_fascist_dictatorship;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_absolute_monarchy;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_prussian_constitutionalism;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_hms_government;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_democracy;Ningbo Economic Area;Ningbo Economic Area;Ningbo Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
NIN_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_proletarian_dictatorship;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_presidential_dictatorship;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_bourgeois_dictatorship;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_fascist_dictatorship;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_absolute_monarchy;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_prussian_constitutionalism;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_hms_government;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_democracy;Weihaiwai Economic Area;Weihaiwai Economic Area;Weihaiwai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QIN_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_proletarian_dictatorship;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_presidential_dictatorship;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_bourgeois_dictatorship;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_fascist_dictatorship;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_absolute_monarchy;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_prussian_constitutionalism;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_hms_government;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_democracy;Qingdao Economic Area;Qingdao Economic Area;Qingdao Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_socialist_84;Socialists;Socialists;Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_socialist_98;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_reactionary_83;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
QNG_fascist_71;Fascists;Fascists;Fascists;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
SHA_ADJ;Chinese;Chinese;Chinese;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
SHA;Shanghai Economic Area;Shanghai Economic Area;Shanghai Economic Area;;;;;;;;;;;x;,,,,,,,,,,,,,,,,
